CLIENTNUM,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Customer_Age,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
719192808,0,1,2,2,0,0,4,2,1,1,2,1,4,5,2,4,4,7,7,5
719281533,0,0,0,1,4,0,3,2,1,3,0,1,4,2,2,4,4,11,7,4
710877108,0,0,3,0,4,0,1,1,1,2,0,1,2,1,2,2,4,8,9,4
714155283,0,0,6,1,5,0,2,2,3,0,0,1,6,7,2,4,4,9,5,2
771214083,0,1,3,3,2,0,2,1,2,3,0,1,2,0,2,4,4,7,7,0
770581983,0,0,2,1,1,0,4,1,1,3,3,2,0,0,2,4,4,11,5,0
718742808,1,0,3,1,1,0,1,2,4,3,3,2,4,7,2,4,3,4,4,2
710257683,0,1,2,2,0,0,3,1,2,2,1,1,5,1,1,2,4,8,6,1
721426383,1,0,6,2,4,0,3,4,3,0,0,1,2,0,2,4,2,2,4,2
721041483,1,1,1,1,2,0,4,1,2,2,0,1,1,6,4,0,2,2,1,2
719922558,0,0,6,0,1,0,5,2,2,3,0,1,0,0,2,4,4,11,7,0
715072533,0,0,6,3,1,0,3,2,6,2,0,1,4,0,2,4,4,8,8,0
716214108,0,1,5,2,2,0,4,1,2,1,0,1,6,0,2,2,4,10,7,0
772216833,0,0,2,2,4,0,5,1,2,1,0,1,2,4,2,2,4,11,6,5
708553008,0,0,3,2,1,0,1,1,2,3,0,1,2,8,2,2,4,6,8,4
778880358,0,0,2,0,1,0,4,1,3,3,1,1,2,3,2,2,4,7,8,5
720258183,0,0,2,2,1,0,4,2,3,3,0,0,4,6,2,4,4,8,7,6
720689583,0,0,3,1,1,0,3,1,3,3,1,2,4,3,2,4,4,11,2,4
758168133,0,0,3,1,1,0,0,2,3,1,1,2,4,8,2,1,4,11,6,2
716322783,0,0,6,1,4,0,3,2,2,2,0,1,2,3,2,4,4,8,7,6
711118083,0,0,2,0,4,0,4,1,2,1,3,2,2,4,2,4,4,10,9,6
709591533,0,0,0,0,4,0,3,1,1,3,0,2,2,8,2,4,3,5,6,4
794556333,0,0,6,2,5,0,2,1,3,3,0,1,4,3,2,4,4,9,9,4
771630783,0,0,3,1,5,0,3,1,1,2,0,1,2,7,2,4,4,11,7,4
708672708,0,1,3,3,3,0,4,2,3,3,1,1,5,6,1,4,4,7,9,2
715590258,0,0,5,2,1,0,4,1,1,3,0,1,4,5,2,4,4,7,5,4
714241083,0,0,2,1,5,0,1,1,1,3,1,2,6,5,2,4,4,5,7,3
708416433,1,0,3,2,4,0,1,4,3,2,0,1,2,0,2,2,2,2,1,0
779183958,1,0,2,2,4,0,2,1,3,4,0,1,2,0,2,1,2,2,0,0
709061658,0,0,2,2,4,0,1,2,2,3,0,1,2,7,2,4,4,11,8,4
717384183,0,0,2,2,4,0,3,1,3,1,3,3,2,5,2,4,4,10,9,6
778921908,0,1,0,2,2,0,4,2,3,1,0,0,4,7,2,4,4,10,8,2
714745608,0,0,3,2,4,0,4,2,4,3,2,1,4,5,2,4,4,7,8,5
709200633,0,0,2,2,5,0,1,1,4,3,3,3,2,0,2,1,4,8,8,0
714714558,0,0,5,2,1,0,2,1,3,2,0,1,4,6,2,5,4,8,8,7
801363633,0,0,2,1,5,0,2,1,2,2,3,3,4,3,2,4,4,10,8,4
778847808,0,0,2,1,1,0,4,1,2,3,0,0,2,1,2,4,4,11,8,4
713015433,0,0,6,1,4,0,4,2,4,3,1,1,2,8,2,4,4,7,7,4
711666708,1,0,3,1,5,0,2,1,3,4,2,2,2,4,0,4,3,4,3,7
809631483,0,1,4,3,3,0,3,1,1,3,0,1,3,0,1,4,4,11,6,0
808967883,0,0,6,1,4,0,4,1,1,0,0,2,2,1,2,4,4,9,9,4
710532258,0,0,3,0,4,0,3,1,1,1,0,1,2,3,2,4,4,11,7,5
812235108,0,0,2,3,4,0,2,2,3,3,0,2,4,7,2,4,4,5,9,2
817293258,0,0,0,1,1,0,4,1,1,2,0,1,4,6,2,4,4,6,7,6
714695883,0,0,5,3,4,0,5,1,2,3,0,1,2,3,2,3,4,8,7,4
738062658,0,1,2,2,3,0,3,2,3,3,3,3,1,4,4,0,4,6,3,2
709518858,0,0,2,1,4,0,2,1,1,1,1,2,4,0,2,4,4,11,7,0
819634233,1,0,2,3,4,0,2,5,2,2,0,2,6,0,2,0,2,0,0,0
711272058,0,0,2,1,5,0,4,1,3,3,0,1,2,7,2,4,4,7,9,4
716262708,0,0,0,2,4,0,2,1,3,2,2,1,0,7,2,2,4,7,7,4
708928008,0,0,3,2,1,0,2,2,3,1,0,1,2,0,2,4,4,11,8,0
765755283,0,0,2,1,5,0,2,1,1,3,0,2,6,7,3,4,4,8,7,2
711922158,0,0,2,1,4,0,2,1,3,3,3,2,2,0,2,4,4,6,6,0
773177358,0,0,2,1,5,0,3,1,2,2,0,2,6,5,2,4,4,12,7,2
779638983,0,0,2,1,4,0,4,2,3,3,0,1,2,3,2,4,4,11,7,6
708723858,0,0,2,2,4,0,4,1,1,3,0,1,4,3,2,4,4,7,5,4
712184133,0,0,2,1,4,0,5,2,3,3,0,0,2,2,2,3,4,10,1,5
709948233,0,0,5,2,5,0,3,1,4,3,0,1,2,4,2,4,4,11,6,6
709415583,0,0,6,2,4,0,2,1,1,1,0,0,4,3,2,2,4,7,7,3
714005508,0,0,2,1,5,0,4,2,2,2,0,1,4,5,2,4,4,6,6,4
712407033,0,0,5,3,5,3,0,1,2,3,0,0,5,5,1,2,4,5,6,2
716333283,0,0,6,3,4,0,0,1,2,2,3,3,2,1,2,4,4,10,5,5
715534083,0,0,0,2,5,0,2,2,3,1,0,1,2,2,2,2,4,8,6,4
789492558,0,0,0,1,4,0,2,1,2,1,1,2,2,1,2,2,4,11,6,4
770929383,0,1,2,2,2,0,2,2,1,1,0,1,6,8,2,1,4,11,5,2
708890133,0,0,0,1,5,0,4,2,2,2,0,1,0,0,2,4,4,8,9,0
788595183,0,1,2,2,1,0,2,1,1,3,0,1,0,7,2,4,4,10,8,4
713167383,0,0,3,2,4,0,3,1,2,2,3,2,2,3,2,4,4,10,8,5
717704433,0,0,6,2,5,0,4,1,2,1,0,1,4,7,2,4,4,11,3,2
718590183,0,0,1,1,4,0,3,1,3,3,3,3,2,7,2,4,4,7,8,4
719019483,0,0,0,3,4,3,2,2,3,1,0,1,1,3,4,4,4,6,6,2
710401458,0,1,6,1,3,0,3,2,2,3,2,2,1,0,4,4,4,9,7,0
720783558,0,0,2,1,5,0,1,2,3,1,3,3,7,5,3,1,4,8,3,2
772364358,0,0,3,3,4,0,2,1,1,1,3,2,2,7,2,4,4,10,5,2
719868183,1,0,3,1,1,0,3,5,3,2,0,1,2,0,2,4,3,3,2,0
709388058,0,0,2,2,4,0,4,2,3,2,0,1,2,1,2,4,4,10,7,4
717004533,0,0,3,1,4,0,3,2,3,0,0,1,4,1,2,4,4,10,8,2
714969183,0,0,6,1,4,0,2,2,3,1,0,1,4,3,2,4,4,9,9,4
720837708,0,0,0,3,4,0,3,1,2,3,0,1,6,6,2,1,4,12,6,4
759947433,0,1,2,1,0,0,3,1,2,2,2,2,1,0,4,4,4,10,5,0
767404083,1,1,2,2,2,0,2,2,3,3,2,2,4,0,2,0,2,3,4,0
781926633,0,1,5,1,1,0,2,1,3,3,0,2,4,6,2,2,4,11,6,6
772127508,1,0,5,1,4,0,1,6,2,2,0,0,0,0,2,4,3,4,2,0
720518283,0,1,4,2,2,0,2,1,3,2,1,1,2,2,2,2,4,9,7,4
715380483,0,0,6,2,4,0,5,2,3,2,3,3,2,0,2,4,4,8,7,0
789296133,0,0,1,2,5,0,3,1,1,3,0,0,1,7,4,2,4,7,7,2
711029358,0,0,6,2,4,0,4,2,3,2,0,1,2,3,2,4,4,6,6,4
712615008,0,1,2,3,0,0,2,1,3,2,0,1,3,7,1,0,3,7,3,1
816826008,0,1,6,1,4,0,4,1,1,2,0,1,2,8,2,2,4,11,6,4
715488483,0,0,2,1,4,0,4,1,3,1,1,1,6,0,3,2,4,8,7,0
717759783,0,0,6,2,5,0,4,1,3,2,0,1,6,7,2,4,4,8,6,2
796083783,1,0,0,2,5,0,2,1,0,6,3,3,0,0,2,2,2,5,6,0
709925733,0,0,6,2,4,0,0,1,3,2,0,0,0,7,2,4,4,10,8,4
715309083,0,0,2,1,4,0,2,2,3,2,1,1,2,0,2,4,4,11,5,0
778441533,1,0,3,2,5,0,4,6,2,2,0,1,4,3,2,4,2,0,1,3
715891533,0,0,2,3,4,0,4,1,2,1,0,1,2,2,2,4,4,11,6,5
788848458,0,0,6,1,1,0,5,1,1,2,0,0,4,3,2,4,4,7,9,4
708399858,0,0,3,1,4,0,3,2,2,1,0,1,2,5,0,2,4,9,7,7
711944733,0,0,3,1,4,0,2,1,2,2,0,1,2,7,2,4,4,12,6,4
712683633,1,0,6,1,4,0,0,5,3,3,0,1,0,0,2,2,2,0,0,0
785487783,0,0,2,2,1,0,1,2,2,0,3,3,2,2,2,4,4,12,6,6
718951683,0,0,2,1,4,0,2,2,3,1,0,1,2,1,2,1,4,11,6,4
718329183,0,0,2,0,1,0,3,1,3,2,3,3,4,6,2,4,4,8,6,4
788960658,0,0,5,1,4,0,2,1,2,3,0,1,2,3,2,4,4,11,7,5
713120433,0,0,3,1,1,0,2,2,2,3,3,2,6,5,2,4,4,11,4,3
720980958,0,0,5,1,4,0,5,1,3,2,0,1,4,7,2,4,4,11,7,2
709606158,0,0,2,1,4,0,2,1,3,3,0,1,4,0,2,4,4,11,8,0
714168183,0,0,5,1,5,0,2,1,3,3,0,2,2,8,2,2,4,9,7,4
712524858,0,1,2,2,4,0,1,1,6,3,0,1,2,3,2,2,4,8,4,4
815072283,0,0,2,1,4,0,3,1,3,1,1,2,2,1,2,4,4,8,5,5
715980258,0,0,1,2,4,0,1,1,2,3,0,0,4,5,0,4,4,9,8,7
788715483,0,0,2,2,4,0,5,2,2,2,0,1,2,7,2,4,4,11,7,4
809276808,0,1,2,2,3,0,4,1,1,3,0,2,6,0,3,4,4,11,6,0
708885558,1,0,3,2,4,0,1,1,5,2,3,3,4,0,2,2,2,3,6,0
789373683,0,0,2,1,4,0,3,1,2,2,0,1,0,7,2,3,4,7,7,4
714216858,0,0,6,2,5,0,2,2,1,2,0,1,2,0,2,4,4,11,7,0
719150658,1,0,2,1,5,0,2,2,3,2,2,1,6,0,3,4,3,3,0,0
712302783,0,0,5,2,4,0,2,2,3,1,0,0,2,7,2,4,4,9,9,3
799717458,0,0,6,1,4,0,3,2,3,3,0,1,2,3,2,3,4,8,7,4
716354883,1,0,2,3,5,0,0,2,3,2,3,3,6,0,4,4,3,4,5,0
719601708,0,1,0,2,2,0,3,1,1,2,0,1,7,8,4,4,4,6,6,2
720150858,1,1,3,1,3,0,2,6,2,0,0,0,2,0,2,4,3,3,8,0
824915208,0,0,1,1,5,0,3,2,1,1,0,2,6,8,2,4,4,11,6,2
798777708,0,0,3,2,1,0,4,2,4,1,3,3,4,1,2,4,4,8,7,3
805229133,0,1,6,3,3,0,3,1,2,2,0,2,7,0,4,1,4,7,4,0
716365233,0,0,0,1,4,0,1,1,3,3,2,1,2,7,2,4,4,8,8,4
796544133,0,1,0,2,0,0,1,1,3,1,3,3,2,3,2,2,4,11,6,5
778143183,0,1,2,1,2,0,1,2,2,3,0,2,7,0,4,4,4,5,9,0
717011958,0,0,2,2,1,0,4,2,1,1,0,0,0,0,2,4,4,11,6,0
778264008,0,0,0,2,1,0,3,2,1,2,0,1,4,4,2,1,4,9,8,4
789507408,0,0,0,3,5,0,3,2,6,1,0,2,2,0,2,2,4,11,7,0
788842008,0,0,5,1,4,0,3,2,2,2,1,1,4,5,2,4,4,11,6,4
714742758,0,0,5,2,4,0,4,2,2,2,0,0,4,5,2,4,4,11,5,5
717742908,0,1,6,1,1,0,3,1,1,1,0,1,1,6,4,4,4,8,7,2
712874433,0,1,6,2,4,0,3,2,1,0,0,1,2,7,2,4,4,11,7,2
711092658,1,0,2,1,5,0,3,2,2,3,0,1,4,7,2,4,3,4,6,2
720299283,0,1,5,1,2,0,3,2,2,1,0,1,1,0,4,1,4,10,6,0
719237058,0,1,1,2,2,0,2,2,2,1,0,1,2,7,2,0,4,12,4,4
719671383,0,0,5,3,4,0,3,2,3,2,0,1,4,0,2,4,4,7,8,0
788290383,0,1,1,2,1,0,3,2,6,3,0,1,4,3,2,4,4,11,7,2
779701983,0,0,2,2,1,0,3,1,3,3,1,1,6,2,2,2,4,10,6,2
779247483,1,0,5,3,5,0,1,5,2,6,0,1,2,0,2,4,3,5,6,0
767093133,0,0,6,1,5,0,2,2,2,1,2,2,4,0,2,3,4,10,6,0
717979008,0,0,6,2,4,0,3,2,2,1,0,1,2,8,2,1,4,10,9,4
712132383,0,1,0,2,3,0,4,2,2,3,0,1,2,7,2,4,4,11,3,4
772306383,1,0,6,3,4,0,3,5,3,2,3,2,2,0,2,2,2,3,0,0
714469008,0,0,6,2,1,0,2,1,3,3,0,1,2,2,2,2,4,11,7,4
812446158,0,0,5,2,4,0,3,2,2,2,3,3,2,0,2,2,4,7,2,0
779401233,0,0,5,2,1,0,4,1,1,0,0,1,0,0,2,2,4,9,6,0
784994883,0,0,6,1,4,0,0,2,2,2,0,0,2,5,0,4,4,8,8,7
721080183,0,0,2,2,1,0,1,2,2,3,0,0,4,0,2,4,4,11,8,0
712572858,0,1,3,2,3,0,3,2,1,3,0,1,4,4,2,4,4,3,6,4
719759733,1,0,6,2,1,0,0,2,4,3,3,3,2,0,2,4,3,4,6,0
780371433,0,0,2,1,5,0,2,2,3,3,0,0,4,5,2,4,4,11,6,4
822170733,1,0,0,2,4,0,4,6,3,2,0,2,4,6,2,2,2,4,6,5
708224133,0,1,5,2,1,0,0,1,2,3,3,3,2,3,2,1,4,7,5,5
719299533,1,0,6,3,4,0,1,2,3,2,3,1,4,7,2,4,3,3,3,2
780633483,0,0,2,1,1,0,0,2,2,1,3,3,2,2,2,4,4,10,7,4
771356508,0,0,2,1,4,0,5,2,3,1,0,1,2,4,2,4,4,7,8,6
823629333,0,1,5,1,1,0,4,1,4,1,0,2,2,0,2,4,4,4,9,0
712961658,0,0,5,1,4,0,4,1,1,1,0,1,4,5,2,3,4,9,8,5
710464683,0,0,4,1,4,0,3,2,3,2,0,1,2,5,2,4,4,11,8,6
716688183,1,0,3,1,4,0,1,4,3,3,2,2,2,3,0,4,3,3,1,7
789082758,0,0,3,1,4,0,2,1,3,3,0,1,2,3,2,4,4,11,6,4
709140858,0,0,0,2,4,0,2,1,3,1,3,3,2,8,2,4,4,11,6,4
822127008,0,0,4,1,5,0,1,2,2,1,1,2,1,7,4,4,4,10,6,1
720496158,0,1,6,2,2,0,0,1,2,0,2,2,1,1,4,2,4,11,6,2
774588633,0,0,2,2,4,0,3,2,2,3,0,2,0,0,2,4,4,11,8,0
788465583,0,0,0,2,1,0,3,2,3,3,0,1,6,3,2,4,3,4,6,2
741517458,1,0,2,1,4,0,4,2,4,3,1,2,2,6,0,0,2,2,6,7
709935708,0,0,6,1,1,0,1,2,1,2,3,2,4,3,2,1,4,9,6,4
721112508,0,0,2,1,4,0,3,2,3,1,0,2,6,0,2,4,4,10,6,0
720734583,0,0,4,1,4,0,2,1,3,3,0,1,2,3,2,4,4,11,6,4
772286658,1,1,2,2,2,0,1,6,4,3,3,3,1,5,4,0,2,5,5,2
807149058,0,0,6,1,4,0,5,1,1,3,0,2,4,3,2,3,4,10,6,4
771045708,1,0,2,1,4,0,5,2,3,3,0,1,2,7,2,4,3,4,9,5
711733308,0,0,5,2,4,0,2,2,2,2,0,1,2,0,2,4,4,11,7,0
710518308,0,0,1,1,4,0,2,1,4,2,3,1,2,0,2,0,4,11,6,0
716586408,0,0,2,3,4,0,3,1,1,3,0,1,4,8,2,2,4,11,6,2
713152383,0,0,5,1,4,0,3,1,1,1,0,1,4,6,0,2,4,11,8,7
771935283,0,0,2,2,1,0,4,1,2,1,0,1,4,4,2,4,4,11,6,5
720460083,1,0,6,2,5,1,4,1,2,3,0,1,5,0,1,0,2,3,0,0
825838908,0,0,5,2,4,0,1,1,5,1,0,1,2,0,2,3,4,12,7,0
709082808,0,0,3,1,4,0,2,2,3,2,2,1,2,1,2,1,4,12,7,4
710937783,0,0,5,1,1,0,0,1,3,3,2,2,2,5,0,4,4,7,9,7
789540108,0,0,5,1,4,0,1,2,1,3,0,0,4,4,2,4,4,8,6,5
709824633,0,0,3,2,4,0,4,2,5,3,0,1,2,2,0,4,4,10,8,7
717874533,1,1,3,2,1,0,2,5,2,2,0,1,6,0,2,2,2,4,7,0
712571883,0,1,2,0,4,3,3,1,3,2,0,1,7,3,4,4,4,5,6,2
716926758,0,0,5,2,4,0,2,2,6,2,0,1,2,0,2,2,4,11,8,0
716181858,0,0,5,1,1,0,2,1,2,2,0,1,2,0,2,4,4,7,5,0
779613933,0,0,5,1,4,0,4,1,3,1,0,1,2,2,0,4,4,11,7,6
712136058,1,0,0,2,5,0,2,1,3,3,3,1,6,0,4,4,3,4,2,0
709678608,0,1,3,1,3,0,4,2,3,3,1,1,3,8,4,2,4,7,5,1
714276408,1,0,5,2,1,0,3,2,3,3,2,1,2,3,0,0,2,2,3,6
719953383,0,0,0,2,4,0,4,2,3,3,0,1,0,0,2,4,4,10,6,0
718795083,0,0,2,1,5,0,2,2,1,3,0,1,2,8,2,4,4,11,6,4
720503508,0,0,5,0,4,0,1,1,2,3,0,1,6,1,2,1,4,8,7,2
770762133,0,0,3,1,5,0,3,2,1,2,2,2,4,6,2,2,4,10,6,6
713555133,1,0,3,3,4,0,3,4,3,2,3,2,2,7,2,2,2,2,1,3
711232608,1,0,3,2,4,0,5,2,3,2,0,1,2,0,2,4,2,0,4,0
780322908,0,0,6,1,4,0,3,1,2,3,2,2,4,7,2,4,4,7,9,2
708207783,0,0,3,2,4,0,3,1,3,2,1,2,2,0,2,4,4,10,7,0
719590458,1,0,2,1,4,0,4,6,3,3,0,1,2,0,2,4,3,3,4,0
778679883,0,1,2,2,2,0,2,1,2,1,0,0,6,0,2,2,4,9,3,0
780230208,0,1,0,1,1,0,2,2,3,0,2,2,2,3,2,2,4,8,9,4
827703258,0,1,3,1,2,0,4,2,2,2,0,2,1,0,4,4,4,7,8,0
807379833,1,1,2,0,1,0,3,2,3,3,0,2,6,0,4,4,3,0,1,0
711178383,0,1,4,1,3,0,2,1,3,1,0,1,3,1,1,4,4,6,8,1
712203333,0,1,2,1,3,0,3,1,2,1,2,2,6,3,2,2,4,9,6,2
709261383,0,0,2,1,1,0,3,2,3,2,3,1,2,7,2,4,4,10,8,3
715829358,0,0,0,1,1,0,4,1,2,3,0,1,4,6,0,4,4,11,4,7
713213133,0,1,2,2,1,0,2,2,2,1,0,1,6,3,2,2,4,9,8,2
778860783,1,1,6,0,0,0,2,1,2,4,3,2,3,8,1,2,3,2,0,1
779442783,0,0,2,2,4,0,1,1,2,1,0,0,4,2,2,1,4,11,6,4
780008358,1,1,5,3,2,0,0,2,6,2,3,3,1,0,4,4,3,3,4,0
721274208,1,0,3,2,4,0,2,4,3,3,0,1,2,5,0,3,2,2,4,7
714076683,1,0,0,1,4,0,0,2,1,2,0,0,4,6,2,3,2,4,6,6
788791383,0,0,3,1,1,0,3,1,2,1,0,0,4,0,2,4,4,7,6,0
709459608,0,0,6,3,1,0,2,1,3,3,0,1,2,0,2,2,4,11,7,0
711560058,0,1,3,1,2,0,1,2,3,2,1,1,2,2,2,4,4,11,7,4
717657333,0,0,2,2,4,0,3,1,3,3,0,1,6,4,2,4,4,7,6,2
812218908,1,0,6,1,4,0,2,2,3,2,0,1,4,6,2,4,3,4,7,4
787482033,1,1,3,0,3,0,1,1,5,3,3,3,3,0,1,3,2,0,0,0
779141658,0,1,2,1,3,0,4,1,3,2,0,1,4,5,2,4,4,9,6,3
813810333,1,1,4,1,2,0,3,6,4,3,1,2,2,0,2,4,3,4,8,0
789613083,0,1,5,0,2,0,3,2,3,3,0,2,2,0,2,1,4,10,8,0
794540883,0,0,4,1,1,0,1,1,2,1,3,2,4,3,2,3,4,11,9,3
811889808,0,1,2,1,3,0,3,3,5,1,0,2,3,5,4,3,4,11,4,2
720509433,0,0,0,2,4,0,2,2,1,3,2,1,2,3,2,1,4,7,8,5
715091208,0,1,3,1,3,0,3,2,3,3,0,1,1,7,4,4,4,12,6,1
719269308,0,0,2,3,4,0,2,3,1,3,1,1,4,6,2,4,4,11,4,6
718200333,0,0,5,2,4,0,3,3,3,0,0,2,4,5,2,4,4,11,6,6
713487633,0,1,4,1,3,0,3,3,4,2,0,1,5,4,1,4,4,11,5,1
789363408,0,1,3,1,0,3,3,3,1,2,0,1,5,6,1,4,4,11,3,2
713916708,0,1,2,2,0,1,3,3,1,3,2,2,5,5,1,4,4,12,6,2
823833483,0,1,2,2,1,0,3,3,3,2,0,1,6,3,2,4,4,11,7,2
717756258,0,1,6,1,0,0,2,3,6,3,1,2,1,1,4,4,4,11,5,2
712879158,0,1,3,1,2,1,1,2,2,3,1,1,6,5,2,4,4,7,4,3
709474683,0,0,0,1,4,0,3,3,2,3,0,0,6,3,2,4,4,12,2,2
772313358,0,1,3,2,3,0,3,3,3,2,1,2,1,5,4,4,4,11,3,2
711856683,0,1,4,1,1,0,3,2,3,3,2,1,2,1,0,3,4,10,7,7
718530258,0,0,5,0,4,0,3,3,1,2,2,1,2,2,2,4,4,11,2,6
716288208,0,1,2,2,2,0,3,2,1,1,0,1,1,0,4,4,4,9,5,0
718712583,0,1,5,1,3,0,2,3,1,1,0,1,5,3,1,4,4,10,6,1
806432433,0,0,3,2,1,0,2,2,1,2,0,1,2,3,2,4,4,11,3,5
720074583,0,1,2,3,3,0,1,2,1,2,0,1,4,3,2,4,4,9,6,2
768848658,0,0,6,2,5,0,3,2,3,1,0,1,1,4,4,4,4,11,6,2
709895508,0,1,2,1,4,0,3,2,2,1,0,1,6,7,2,4,4,12,4,2
711542358,0,0,3,1,4,1,4,2,3,2,0,1,1,1,4,2,4,11,1,2
718773333,0,0,6,2,4,0,4,3,2,2,2,2,6,4,2,4,4,11,4,3
816832383,0,0,3,2,4,0,1,3,2,2,3,3,4,5,2,4,4,8,6,5
714042108,0,1,5,2,1,0,0,3,2,2,3,1,7,8,4,4,4,11,5,2
714664683,0,0,5,1,4,0,4,3,3,3,0,1,2,0,2,4,4,11,4,0
713894358,0,1,4,3,3,1,2,2,3,2,2,2,5,7,1,4,4,12,2,1
715436883,0,0,4,1,4,0,3,2,2,1,0,1,2,3,2,4,4,11,4,5
715260558,0,0,3,2,1,0,4,3,2,2,0,1,2,0,2,4,4,10,5,0
713664258,0,1,6,2,1,0,2,2,2,1,3,3,1,5,4,4,4,11,4,2
713364783,0,0,4,2,4,0,1,3,3,0,0,1,4,8,2,4,4,11,6,2
718078008,0,1,0,0,2,0,2,3,2,1,0,1,1,0,4,4,4,11,6,0
798546408,0,0,0,2,4,0,1,2,3,2,3,3,6,3,3,4,4,12,2,2
779018508,0,1,5,2,3,0,4,2,2,2,0,1,7,5,4,4,4,12,5,2
802668333,1,1,2,2,3,0,2,2,3,3,1,2,2,4,0,1,4,4,1,7
718320933,0,1,5,1,2,0,3,2,3,1,0,1,7,5,4,4,4,12,4,2
789016983,0,0,3,1,4,0,3,2,5,1,0,1,4,7,2,4,4,11,2,3
713907633,0,1,0,3,2,0,3,2,1,2,0,1,6,1,2,4,4,11,4,2
708474333,0,1,2,1,2,0,3,3,3,1,0,1,1,6,4,4,4,11,4,2
778894233,0,1,3,3,3,0,5,3,2,3,0,0,6,0,3,3,4,11,7,0
717244683,0,0,0,1,5,0,3,3,3,3,0,1,1,3,4,4,4,11,6,2
711410958,0,1,3,1,2,0,3,2,2,3,0,1,1,6,4,4,4,7,8,2
799711833,0,0,0,1,5,0,3,2,1,3,1,2,3,5,4,4,4,12,3,2
714047733,0,0,2,2,1,0,3,2,2,1,2,2,4,5,2,4,4,11,4,3
710061783,1,1,2,1,1,0,1,6,1,4,1,2,1,0,4,4,4,5,1,0
711082908,0,1,5,2,3,0,4,3,2,3,0,1,1,2,4,4,4,12,3,2
721190358,0,1,6,3,3,0,4,2,2,2,1,1,3,6,1,4,4,11,3,2
712760208,0,0,2,1,5,0,4,3,2,1,0,1,6,1,2,4,4,12,3,2
751563933,0,0,3,1,4,0,3,3,3,2,0,1,7,5,3,3,4,12,2,2
815498733,0,0,6,2,4,0,3,3,2,2,2,2,4,4,2,3,4,11,7,3
718433508,0,0,5,3,4,0,3,2,5,2,0,1,2,5,0,4,4,11,5,7
720935658,0,0,4,2,4,0,4,2,2,3,3,2,4,3,2,2,4,11,3,4
714754533,0,1,1,2,0,2,0,3,2,3,2,2,5,4,1,4,4,11,4,2
714713508,0,1,1,0,3,0,2,3,3,1,1,1,3,4,1,4,4,11,4,2
715038033,0,1,2,2,4,0,1,3,3,1,3,3,6,7,2,4,4,10,2,2
809169858,0,1,2,2,2,0,2,2,3,2,3,3,1,2,4,4,4,12,4,2
718379358,0,1,6,2,3,3,1,3,1,3,0,1,5,5,1,4,4,11,6,2
779456508,0,1,2,0,2,0,2,2,1,1,2,1,4,0,2,4,4,11,5,0
708907833,0,0,3,2,5,0,1,2,2,2,0,1,3,6,4,4,4,11,8,2
708693558,0,0,3,2,4,3,3,3,2,2,1,2,1,5,4,3,4,12,6,2
718665933,0,1,6,0,0,0,3,3,1,2,0,1,5,6,1,4,4,11,4,2
816073983,0,0,0,2,4,0,2,2,2,2,2,3,6,1,3,4,4,11,3,2
715851333,0,1,3,1,2,0,4,2,3,2,0,1,1,4,4,4,4,12,3,2
712884408,0,0,3,2,5,0,1,3,2,0,0,1,6,4,2,3,4,12,4,3
715404783,0,0,2,1,4,0,4,3,3,0,0,1,6,3,2,2,4,11,5,2
773356008,0,1,4,0,2,0,2,2,3,3,3,3,6,1,2,4,4,11,1,2
789525408,0,0,5,1,4,0,0,3,4,2,1,2,4,3,2,4,4,11,2,3
721212258,0,1,3,2,0,0,4,2,3,3,0,2,3,4,1,4,4,11,3,2
719625933,0,1,2,1,0,0,3,2,2,1,0,1,6,1,2,4,4,12,1,2
714304458,0,1,3,1,2,0,3,2,2,1,0,1,4,0,2,2,4,9,7,0
819975183,0,0,0,2,1,3,4,2,1,3,0,2,1,5,4,4,4,8,6,2
785515533,0,0,0,1,4,0,2,3,3,1,0,1,6,2,2,4,4,12,4,2
720712533,0,1,2,1,3,1,3,2,1,3,2,1,5,7,1,4,4,11,3,1
709861008,0,1,4,1,3,0,4,3,3,1,0,1,3,5,1,4,4,11,4,2
713911233,0,0,1,2,1,3,3,3,2,1,0,2,1,8,4,4,4,11,6,2
712580958,0,1,3,2,0,0,1,2,1,1,0,1,3,5,1,3,4,11,6,2
719473458,0,1,3,2,1,0,3,3,2,1,0,2,6,2,3,3,4,11,7,2
711764733,0,0,5,3,1,3,4,3,2,3,0,1,1,0,4,4,4,10,4,0
794124708,0,1,2,3,3,0,2,2,2,2,0,2,1,5,4,3,4,7,8,2
780707733,0,1,2,1,3,0,1,3,3,2,0,1,5,5,1,4,4,11,6,2
780620883,0,0,5,2,1,0,2,2,1,3,1,1,6,2,2,2,4,12,4,2
720849708,0,1,2,2,3,0,4,3,3,1,0,1,1,6,4,4,4,11,5,2
789312033,1,0,4,2,4,0,4,3,3,3,0,2,4,0,2,4,4,4,5,2
778742358,0,1,2,1,2,0,4,2,2,2,0,0,4,0,2,4,4,9,4,0
719658858,0,0,1,1,5,3,4,3,2,1,1,1,5,5,1,4,4,8,3,2
