Attrition_Flag,Gender,Dependent_count,Marital_Status,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,bin_Credit_Limit,bin_Total_Revolving_Bal,bin_Total_Trans_Ct,bin_Total_Ct_Chng_Q4_Q1,bin_Avg_Utilization_Ratio,Education_Level_0,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4,Education_Level_5,Education_Level_6,Income_Category_0,Income_Category_1,Income_Category_2,Income_Category_3,Income_Category_4,Income_Category_5,Card_Category_0,Card_Category_1,Card_Category_2,Card_Category_3
0,0,0,2,1,3,2,1438.3,713,80,0.951,0.496,0,7,10,8,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,2,1,2,3,2,1912.0,0,87,0.642,0.0,2,0,11,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,4,2,6,2,2,4549.0,1631,34,0.478,0.359,4,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,4,3,1,2,1,1979.0,1305,84,0.75,0.659,2,2,11,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,5,1,1,1,2,2803.0,1747,71,1.029,0.623,4,3,7,9,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,3,1,2,2,1,2548.0,2250,77,0.791,0.883,2,5,9,7,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,2,2,1457.0,828,93,0.661,0.568,2,7,12,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,1,5,3,3,1438.3,0,37,0.321,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,2,2,2,0,1980.0,1409,96,0.714,0.712,2,2,12,6,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,1,2,3,1,2216.0,1262,83,0.66,0.569,2,1,11,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,0,1,3,2,4262.0,2517,75,0.744,0.591,4,6,8,6,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,1,1,2,3,2573.0,1742,88,0.76,0.677,2,3,11,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,2,2,3,5431.0,2007,82,0.608,0.37,6,5,11,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,5,1,1,3,2,3092.0,909,87,0.851,0.294,4,7,11,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,3,3,2984.0,0,86,0.87,0.0,4,0,11,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,3,3,2186.0,1017,77,0.791,0.465,2,8,9,7,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,2,1,6,3,2669.0,1649,74,0.609,0.618,2,3,8,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,1,3,1,1789.0,1156,75,0.63,0.646,2,1,8,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,2,1,2,3,2835.0,2511,77,0.925,0.886,4,5,9,8,7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,5,2,2,2,2,1558.0,879,86,0.792,0.564,2,7,11,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,2,1,1,3,7299.0,0,83,0.729,0.0,6,0,11,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,2,1,5,2,3556.0,0,45,0.731,0.0,4,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,1,2,2,1438.3,834,70,0.842,0.58,0,7,7,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,2,2,1,2,1507.0,0,85,0.771,0.0,2,0,11,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,0,2,1,2,3,2,7551.0,0,46,0.394,0.0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,2,2,2,3,1,2468.0,872,76,1.111,0.353,2,7,9,9,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,2,3,3,2515.0,1453,74,0.805,0.578,2,3,8,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,0,3,2,3,2,9076.0,0,53,0.656,0.0,6,0,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,2,1,1,2,10699.0,1099,61,0.694,0.103,7,8,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,2,1,6,2,0,1439.0,0,44,0.913,0.0,2,0,3,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,2,1,1,7212.0,1008,82,0.745,0.14,6,8,11,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,4,2,2,4,1,3089.0,1177,75,0.829,0.381,4,1,8,7,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,3,1,2,2,11250.0,0,70,0.591,0.0,7,0,7,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,3,3,1665.0,964,75,0.923,0.579,2,7,8,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2,1,3,1,2456.0,1654,84,0.75,0.673,2,3,11,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,2,2,3,11773.0,0,58,1.071,0.0,7,0,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,4,2,2,1,1,1438.3,0,82,0.708,0.0,0,0,11,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,2,2,1,2,3104.0,1954,77,0.925,0.63,4,4,9,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,3,2,6,1,2337.0,0,90,0.765,0.0,2,0,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,1,2,2,2,4060.0,2336,87,0.706,0.575,4,5,11,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,2,2,2,3428.0,2209,87,0.642,0.644,4,5,11,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,1,1,1,12967.0,2517,74,0.762,0.194,1,6,8,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,3,2,2,1,0,2326.0,642,90,0.765,0.276,2,7,11,7,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,3,1,2,2,3,4376.0,855,52,0.733,0.195,4,7,4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,2,2,1,12745.0,0,80,0.739,0.0,1,0,10,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,2,2,2,2,1,1790.0,891,96,0.574,0.498,2,7,12,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,3,2,3,2,2969.0,0,70,1.0,0.0,4,0,7,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,2,6,3,4970.0,1588,83,0.804,0.32,4,3,11,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,2,1,3,3,5400.0,1426,80,0.702,0.264,6,2,10,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,3,5,2,6,2069.0,0,55,0.667,0.0,2,0,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,2,1,2,2,1,3192.0,0,80,0.739,0.0,4,0,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,3,2,2,2,1,2105.0,1072,81,1.077,0.509,2,8,10,9,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,4,2,2,2,3,1876.0,861,82,0.547,0.459,2,7,11,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,3,3,5,3,2,1462.0,0,42,0.312,0.0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,2,2,1,3,3,2351.0,1337,84,0.787,0.569,2,2,11,7,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,3,2,2,2,2,1719.0,0,65,0.512,0.0,2,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,1,1,0,1438.3,0,78,0.66,0.0,0,0,9,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,2,2,2,2516.0,2378,75,0.875,0.945,2,5,8,8,7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,2,2,2,3,4883.0,0,82,1.0,0.0,4,0,11,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,2,2,1,3,3413.0,1801,45,0.667,0.528,4,4,3,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,2,2,4,3,1852.0,0,49,0.75,0.0,2,0,4,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,2,1,2,3,3,3339.0,2014,83,0.694,0.603,4,5,11,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,4,2,6,3,2,3785.0,2517,54,0.742,0.665,4,6,4,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,2,1,2,3,2228.0,1480,71,0.651,0.664,2,3,7,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,0,1,3,2,3,2,3626.0,795,42,0.556,0.219,4,7,3,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1,2,2,1,2194.0,1302,81,0.841,0.593,2,2,10,7,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,5,1,2,3,1,2665.0,1936,71,0.972,0.726,2,4,7,8,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,1,4,1,2444.0,0,50,1.174,0.0,2,0,4,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,4,1,1,1,1,3335.0,2238,78,0.95,0.671,4,5,9,8,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,2,3,2,2726.0,2127,89,0.854,0.78,2,5,11,8,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,1,4,3,3,1665.0,1521,45,0.452,0.914,2,3,3,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,3,3,2734.0,1661,90,0.698,0.608,2,3,11,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,2,1,3,1,1727.0,996,82,0.673,0.577,2,8,11,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,2,2,1,19349.0,615,79,0.717,0.032,1,7,10,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,2,1,2,0,13409.0,1168,82,0.745,0.087,1,1,11,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,3,2,2,2,3,1438.3,0,84,0.909,0.0,0,0,11,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,2,2,3,3,6330.0,1573,52,0.733,0.248,6,3,4,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,4,1,2,4,3,2575.0,2517,40,0.739,0.977,2,6,2,6,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,2,1,2,3391.0,1696,77,0.711,0.5,4,3,9,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,3,1,2,3,1,5298.0,0,80,0.667,0.0,6,0,10,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,3,3,2540.0,1561,82,0.745,0.615,2,3,11,6,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,2,6,4,3,14324.0,2507,56,0.647,0.175,1,5,5,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,5,1,1,1,3,2876.0,1628,80,0.739,0.566,4,3,10,6,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,0,5,1,2,3,3,1504.0,970,51,1.217,0.645,2,7,4,9,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,2,2,2,2,1839.0,0,91,0.784,0.0,2,0,11,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,4,2,1685.0,0,85,0.667,0.0,2,0,11,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,3,1,1,3,4850.0,1022,86,0.686,0.211,4,8,11,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,1,1,1,2840.0,2517,82,0.864,0.886,4,6,11,8,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,1,2,1,2977.0,1927,88,0.725,0.647,4,4,11,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,4,2,1,2,3,34516.0,0,42,0.355,0.0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,2,1,5,1,1961.0,0,92,0.84,0.0,2,0,12,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,2,3,2,2156.0,1198,95,0.759,0.556,2,1,12,7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,1,1,3,3,2772.0,2414,68,1.194,0.871,2,5,7,9,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,2,1,3,2832.0,1819,75,0.744,0.642,4,4,8,6,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,2,5,3,1552.0,1375,80,0.905,0.886,2,2,10,8,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,2,2,5,2,2,6362.0,0,51,0.759,0.0,6,0,4,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,0,1,3,2,11409.0,1658,58,0.706,0.145,7,3,5,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,2,2,2,6,2,1965.0,0,91,0.857,0.0,2,0,11,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,1,2,2,1622.0,0,67,0.634,0.0,2,0,7,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,4,1,1,3,1,1736.0,1319,86,0.755,0.76,2,2,11,7,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,2,2,1,3,3,8827.0,0,50,0.515,0.0,6,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,4,1,2,3,3,24256.0,1076,69,0.643,0.044,3,8,7,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,3,2,2,3,3,1915.0,1445,39,0.56,0.755,2,3,2,3,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,4,2,2,3,3,1438.3,0,79,0.717,0.0,0,0,10,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,2,1,3,2006.0,1030,85,0.735,0.513,2,8,11,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,0,1,2,3,5594.0,1235,75,0.829,0.221,6,1,8,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,2,1,2,3505.0,2517,79,0.681,0.718,4,6,10,6,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,3,3,4,3,2,1667.0,595,40,0.481,0.357,2,7,2,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,5,2,2,3,2,1636.0,0,35,0.591,0.0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,1,2,3,3281.0,911,67,1.094,0.278,4,7,7,9,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,3,2,1,3,2,1477.0,0,80,0.778,0.0,2,0,10,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,4,1,6,3,3,1905.0,0,46,0.586,0.0,2,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,2,1,2,1,6146.0,0,76,0.551,0.0,6,0,9,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,2,1,2,3,0,2672.0,1604,75,1.083,0.6,2,3,8,9,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,4,1,2,2,2,13426.0,0,66,0.886,0.0,1,0,7,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,3,0,2,3,3,9104.0,145,34,0.417,0.016,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,1,1,3,1,30300.0,1166,64,0.882,0.038,3,1,6,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,1,2,1,7088.0,1750,76,0.727,0.247,6,3,9,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,2,3,2,1872.0,661,81,0.929,0.353,2,7,10,8,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,4,1,1,2,3,2874.0,2517,88,0.6,0.876,4,6,11,4,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,2,2,2,1,6763.0,1660,76,0.9,0.245,6,3,9,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,2,0,1,2,4,24379.0,1116,41,0.281,0.046,3,8,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0,1,2,1,2,1,2867.0,1365,89,0.745,0.476,4,2,11,6,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,3,2,6,2,13172.0,0,47,0.621,0.0,1,0,3,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,2,2,4,3,3,2201.0,2104,38,0.583,0.956,2,5,2,4,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,1,2,1,2,3261.0,2517,54,0.742,0.772,4,6,4,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,1,2,1,5027.0,0,70,0.75,0.0,4,0,7,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,3,1,3,3,1811.0,0,87,0.776,0.0,2,0,11,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,1,1,2,3,2,2465.0,1334,83,0.766,0.541,2,2,11,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,2,1,3,3,7584.0,1834,65,0.667,0.242,6,4,7,6,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,2,1,2,3,2,4065.0,2517,51,0.821,0.619,4,6,4,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1,1,0,1,5,3,28930.0,0,27,0.227,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,1,1,3,2,4963.0,2115,78,0.696,0.426,4,5,9,6,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,3,1,6,4,3,2049.0,0,54,1.0,0.0,2,0,4,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,1,3,0,2,3,3,1943.0,0,81,0.884,0.0,2,0,10,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1,1,1,2,1,3485.0,1465,87,1.023,0.42,4,3,11,9,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,1,3,5,1,23459.0,2305,83,0.627,0.098,3,5,11,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,2,2,2,1,3,2306.0,1627,70,0.944,0.706,2,3,7,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,2,3,3,18177.0,841,94,0.679,0.046,1,7,12,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,2,3,3,1,3,3252.0,2517,90,0.579,0.774,4,6,11,4,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,2,3,3,0,2894.0,2117,87,0.673,0.732,4,5,11,6,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,3,4,2,34516.0,1807,91,0.655,0.052,5,4,11,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,3,1,2,34516.0,2517,83,0.566,0.073,5,6,11,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,3,2,3,1,3,34516.0,2435,98,0.719,0.071,5,5,12,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,3,2,3,3,2,7839.0,1544,83,0.804,0.197,6,3,11,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,1,3,6,3,16494.0,1158,84,0.647,0.07,1,1,11,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,1,1,2,2,3,6224.0,2201,70,0.628,0.354,6,5,7,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,3,1,3,2,3,6078.0,1478,95,0.508,0.243,6,3,12,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,3,3,2,21322.0,2216,91,0.569,0.104,1,5,11,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,2,3,3,1590.0,1273,80,0.818,0.801,2,1,10,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,0,3,1,2,1986.0,1411,86,0.509,0.71,2,2,11,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,2,2,1,1,15618.0,0,77,0.638,0.0,1,0,9,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,2,1,3,1,1,34496.0,1665,80,0.667,0.048,5,3,10,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,2,2,2,1,2,2544.0,1713,88,0.571,0.673,2,3,11,3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,3,2,1,2,4765.0,1516,76,0.689,0.318,4,3,9,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,2,2,3,1,16583.0,1797,87,0.673,0.108,1,4,11,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,3,1,2,2,1,6153.0,974,92,0.586,0.158,6,7,12,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,2,3,2,15987.0,1187,88,0.467,0.074,1,1,11,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,4,2,3,2,2,5139.0,1799,89,0.618,0.35,6,4,11,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,2,3,2,2,3421.0,2266,75,0.744,0.662,4,5,8,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,2,3,2,2,11000.0,1013,86,0.654,0.092,7,8,11,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,4,1,3,3,3,2490.0,0,91,0.596,0.0,2,0,11,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,2,3,2,3,2,34516.0,814,98,0.508,0.024,5,7,12,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,3,1,2,2,1,2490.0,1582,86,0.623,0.635,2,3,11,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,3,2,2,2055.0,0,80,0.633,0.0,2,0,10,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,2,2,2,1,14344.0,2014,85,0.574,0.14,1,5,11,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,1,2,3,3,0,3453.0,1010,85,0.7,0.292,4,8,11,6,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,0,3,2,1,20304.0,0,85,0.667,0.0,1,0,11,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,2,2,3,2,8283.0,1444,104,0.529,0.174,6,3,12,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,2,2,2,2,11318.0,2082,93,0.632,0.184,7,5,12,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,2,2,2,3,3,2384.0,1919,50,0.471,0.805,2,4,4,1,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,2,3,1,11919.0,2347,96,0.574,0.197,7,5,12,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,3,1,2,5,1,2948.0,968,86,0.509,0.328,4,7,11,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,3,2,1,2,5397.0,1265,84,0.615,0.234,6,1,11,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,3,1,3,3,1,12294.0,2517,87,0.611,0.205,1,6,11,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,5,3,3,2,3,7253.0,0,83,0.804,0.0,6,0,11,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,3,3,3,21922.0,1467,89,0.679,0.067,1,3,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,2,2,3,13452.0,2517,69,0.917,0.187,1,6,7,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,3,1,2,1,3,24735.0,2296,95,0.557,0.093,3,5,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,3,2,2,2,1,4942.0,2119,85,0.604,0.429,4,5,11,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
